label,text,clean_text,category
1,不错，在同等档次酒店中应该是值得推荐的！,不错 同等 档次 应该 值得 推荐,Hotel
0,询问了Emchines的客服，的确是GL40 Emchines的售后网建设的还不是很好，哈尔滨没有网点 空格键似乎要坏,询问 客服 的确 售后 建设 不是 哈尔滨 网点 空格键 似乎 要坏,Others
1,记忆最深的是作者说的一句话：父母之爱都是深如大海，但有质量差别！这是一本为人师为人父母都值得好好一看的书，对中国传统型教育思想和方式是一个不小的碰撞和冲击。单位里同样有不少同事的孩子在做着留守儿童，也都存在着或多或少的问题，经常听到他们会发出许多无奈的感叹，可又束手无措。很遗憾的一件事！如果我有了自已的孩子，一定会自已带，无论多苦多累。,记忆 最深 作者 一句 父母 之爱 深如 大海 质量 差别 这是 一本 人师 父母 值得 好好 一看 中国 传统型 教育 思想 方式 一个 不小 碰撞 冲击 单位 同样 不少 同事 孩子 留守 儿童 存在 或多或少 问题 经常 听到 他们 发出 许多 无奈 感叹 束手无措 遗憾 一件 如果 自已 孩子 一定 自已 无论 多苦 多累,Book
1,"酒店周围的环境不错,去景点都很方便. 前台态度不错,入住和退房的速度很快.",周围 环境 不错 景点 方便 前台 态度 不错 入住 退房 速度 很快,Hotel
0,因为看书评写的很诱人～觉得自己也是二十出头的年纪了 也应该学习下如何经营自己的未来了……但是，买回来 很失望。内容很空洞～写的太浮于表面。里面给女孩子的一些忠告，举的例子 没什么新颖之处，也不够深刻书的质量也不好，像廉价的言情小说身边还有人想买，就直接送给她看了,因为 书评 诱人 觉得 自己 二十出头 年纪 应该 学习 如何 经营 自己 未来 但是 买回来 失望 内容 空洞 浮于 表面 里面 女孩子 一些 忠告 例子 没什么 新颖 之处 不够 深刻 质量 好像 廉价 言情小说 身边 还有 人想 直接 送给,Book
0,房间非常小 房间设施非常旧，因为装修至今已经10年了。 房间空气非常差，一打开门一股非常大的烟味和霉味迎面扑来 服务还不错，虽然帮我从6楼换到了9楼，但是房间空气依然非常差非常差非常差得不能接受！！！,非常 小房间 设施 非常 因为 装修 至今 已经 空气 非常 差一 打开门 一股 非常 烟味 霉味 迎面 服务 不错 虽然 楼换 但是 空气 依然 非常 非常 非常 差得 不能 接受,Hotel
0,从重庆过来，机场下来已经是下午5点多了，结果房间没有打扫好， 半小时OK， 6点，还没有好，15分钟。 晕！7点， 还没有好，和总台交涉， “我也没有办法”，7点半才进房间。电梯上去走道黑啊。真不知4星怎么挂上去的？从来没有遇到这么差的4星酒店。强烈不推荐！！！,重庆 过来 机场 下来 已经 下午 点多 结果 打扫 半小时 分钟 晕点 总台 交涉 办法 点半才 电梯 上去 走道 不知 怎么 挂上去 从来 遇到 这么 强烈 推荐,Hotel
1,在同档次的笔记本电脑中性价比高，配置也够用，品牌效应好，外观不错，已在使用中待发现更多优点,同档次 笔记本电脑 性价比 配置 够用 品牌效应 外观 不错 使用 中待 发现 优点,PC
0,散热尚需改进，还是很热，Intel不肯开发低能耗芯片组，就用945来忽悠。,散热 尚需 改进 还是 不肯 开发 低能耗 芯片组 用来 忽悠,PC
0,160G的硬盘感觉小了点，扣除系统预装的程序，只有120G可以用，要是硬盘320就好了。原装的VISTA系统砍掉可惜，不砍掉用着不太顺手，有点影响速度。,硬盘 感觉 扣除 系统 预装 程序 只有 可以 要是 硬盘 原装 系统 砍掉 可惜 砍掉 顺手 有点 影响 速度,Others
1,看了池莉写的自己从孩子出生开始就给孩子创造的环境，让她的孩子长得成功 骄傲，真是了不起。我也是刚刚做母亲的人，对如何教育孩子深感迷茫，自己就是应试教育的产物，天天埋身于书山题海，到头来还是在一个普通学校做老师，那个时候就很痛恨学校恨老师，现在也不想让我的孩子重蹈覆辙，但是如何去做？是否成功，这本书带给我新的启示。非常好看的书,池莉 自己 孩子 出生 开始 孩子 创造 环境 孩子 长得 成功 骄傲 真是 了不起 刚刚 母亲 如何 教育 孩子 深感 迷茫 自己 就是 应试教育 产物 天天 埋身 书山 题海 到头来 还是 一个 普通 学校 老师 那个 时候 痛恨 学校 老师 现在 不想 孩子 重蹈覆辙 但是 如何 是否 成功 带给 启示 非常 好看,Book
1,总体感觉不错，美中不足的是房与房之间隔音效果不太好，还有房价感觉稍高。,总体 感觉 不错 美中不足 之间 隔音 效果 不太好 还有 房价 感觉,Others
1,入住丽晶，感觉很好。因为是新酒店，的确有淡淡的油漆味， 房间内较新。房间大小合适，卫生间设备齐全，服务态度也很好。网速可能是提升了吧，感觉还好。有免费的插线板、水果刀。。。等一系列的日常用品免费提供，很细心。晚上的自助餐是每人68元，菜品一般、就算说的过去吧。酒店外有西贝筱面等几家饭馆。西贝的菜实在是量大的惊人，人多在酒店吃就不如去西贝吃了。酒店21：30-24点有广式晚茶，吃过几次，味道正宗，就是点心品种略少。哈。 酒店地处青山区，包头分昆区、青山区。相对来说：昆区是最繁华的，青山区次之。像包百等大商场全在昆区，从酒店打车到包百商圈车费12元多。青山区也有一个王府井百货，相对来说比包百商圈的略小，从酒店打车8元多。银河广场离酒店有一段距离，打车9、10元吧，银河广场边上有“科丽珑”24小时营业的超市。酒店一楼有小卖部，周围基本没有超市。 这次住正赶上有几家公司在这里开会，有时楼道里略吵，晚上还有几次有人敲错门，理论上与酒店管理没关系吧。希望以后还是尽量让会议团体住在一层，也许这样可以好些吧。总体感觉丽晶很好，以后来包头还会住这里。,入住 丽晶 感觉 因为 的确 淡淡的 油漆味 房间内 大小 合适 卫生间 设备齐全 服务态度 网速 可能 提升 感觉 还好 免费 线板 水果刀 一系列 日常用品 免费 提供 细心 晚上 自助餐 每人 菜品 一般 就算 过去 外有 西贝筱面 几家 饭馆 西贝 实在 惊人 人多 不如 西贝 点有 广式 几次 味道 正宗 就是 点心 品种 略少哈 地处 青山区 包头 分昆区 青山区 相对来说 昆区 繁华 青山区 次之 包百等 商场 全在 昆区 打车 包百 商圈 车费 元多 青山区 一个 王府井 百货 相对来说 包百 商圈 打车 元多 银河 广场 一段距离 打车 银河 广场 边上 科丽珑 小时 营业 超市 一楼 小卖部 周围 基本 超市 这次 正赶上 几家 公司 这里 开会 有时 楼道 里略 晚上 还有 几次 有人 错门 理论 管理 没关系 希望 以后 还是 尽量 会议 团体 一层 也许 这样 可以 好些 总体 感觉 丽晶 以后 包头 还会 这里,Hotel
0,也许期望过高，拿到此说后，读了一部分觉得不过而而，空泛大于具体，现在不知道把该书放哪儿了。。。,也许 期望 过高 拿到 一部分 觉得 不过 空泛 大于 具体 现在 知道 该书 哪儿,Book
0,"我在网站上预定的是一间大床房,到CHECK IN的时候变成了双人房,虽然后来给我调换了. 酒店地理位置不错,门口时高速和轻轨. 但酒店的房间整理装修时非常的差,非常的陈旧,完全对不住这个房价!!!!! 以后也不会住这个酒店了!",网站 预定 一间 大床 房到 时候 变成 双人房 虽然 后来 调换 地理位置 不错 门口 高速 轻轨 整理 装修 非常 非常 陈旧 完全 对不住 这个 房价 以后 不会 这个,Hotel
0,至少我没觉得好看，根本就不吸引我，没什么可笑得，有些词很深辟。书的印刷很不错，内容没介绍的好。,至少 觉得 好看 根本 吸引 没什么 可笑 有些 深辟 印刷 不错 内容 介绍,Book
0,住的房间靠近马路，比较吵。房间有股味道。 不如锦江干净。不推荐入住， 早饭还可以。,靠近 马路 比较 有股 味道 不如 锦江 干净 推荐 入住 早饭 可以,Hotel
0,"1.装系统麻烦 2.没蓝牙,不小心装蓝牙驱动后,自动反复开机关机,进不了系统. 3.屏幕闪得厉害.频率调不了. 4.买后第三天就降价100块.真郁闷.能不能返回...",系统 麻烦 蓝牙 小心 蓝牙 驱动 自动 反复 机关 进不了 系统 屏幕 闪得 厉害 频率 不了 买后 第三天 降价 郁闷 不能 返回,Others
0,定单上显示已经给我发了这本书，但在送书的时候发现并没有送来，请问怎么回事？我真的很想要这本书，为什么不送了,定单 显示 已经 给我发 时候 发现 送来 请问 怎么回事 真的 想要 为什么 不送,Book
0,送到了几天后才发现，书的后半部分印刷严重错误，居然有四十多页是倒置的，我在当当是VIP了，第一次发现这种情况，而且倒置的部分还缺页，这么严重的印刷错误，当当入库的时候如何验货的？出库的时候又是如何验货的？申请退货这么多天了，也没反应。要是这周再不退，继续投诉。气晕了。还有，这本书内容太空了，只是表面的交流。狂不喜欢。,送到 几天 发现 部分 印刷 严重错误 居然 四十多 倒置 当当 第一次 发现 这种 情况 而且 倒置 部分 缺页 这么 严重 印刷错误 当当 入库 时候 如何 验货 出库 时候 如何 验货 申请 退货 这么 多天 反应 要是 这周 继续 投诉 气晕 还有 内容 太空 只是 表面 交流 喜欢,Book
0,内容单薄，没啥意思。对于没有什么文化水平的人看看是有帮助的，但是如果你是有一定的专业的人就没啥意思了。空洞，乏味，不用半天全书看完。,内容 单薄 啥意思 对于 什么 文化 水平 看看 帮助 但是 如果 一定 专业 啥意思 空洞 乏味 不用 半天 全书,Book
1,早餐品种太少，交通还算便利，服务态度不怎么样，问酒店买的地图竟然就是旧的别的客房拿的,早餐 品种 交通 便利 服务态度 不怎么样 地图 竟然 就是 别的 客房,Hotel
1,等了好几天终于拿到了，配置和品牌来说，都令人满意。商务个人来说都是好选择。,几天 终于 拿到 配置 品牌 来说 令人满意 商务 个人 来说 选择,Others
1,给大老婆买的，哈哈。键盘，电池不错，电池能用6个多小时键盘，电池不错，电池能用6个多小时键盘，电池不错，电池能用6个多小时,大老婆 哈哈 键盘 电池 不错 电池 能用 小时 键盘 电池 不错 电池 能用 小时 键盘 电池 不错 电池 能用 小时,Others
1,外形小巧，白色很精致。 功能齐全，无线，蓝牙，160G硬盘，电池续航时间长。,外形 小巧 白色 精致 功能齐全 无线 蓝牙 硬盘 电池 续航 时间,Others
1,红娘子的书一向都没让我失望过，从最初的红缎，到后来的绿门，橙子，青丝，都有自己的出彩之处，都不会是同一个模子印出来的，所以让我们读者都有新的期待...关于感动，爱情，亲情，友情，红娘子都已经用自己的笔触讲述给了我们这次的《迷藏 血色面具》也让我见识到了另一面的红娘子！有她最熟悉也最热爱的故乡，湘西....这里面融入的感情元素就更多了...~所以，值得期待，值得阅读！,红娘子 一向 失望 最初 红缎 后来 绿门 橙子 青丝 自己 出彩 之处 不会 同一个 模子 印出来 所以 我们 读者 期待 关于 感动 爱情 亲情 友情 红娘子 已经 自己 笔触 讲述 我们 这次 迷藏 血色 面具 见识 另一面 红娘子 熟悉 热爱 故乡 湘西 里面 融入 感情 元素 所以 值得 期待 值得 阅读,Book
1,"散热非常好,外观也很大气.如果不是家中有两台电脑了的话,真的还想再买一台用.",散热 非常 外观 很大 如果 不是 家中 两台 的话 真的 一台,PC
1,A面很亮，早上当镜子用了一下。风扇声音很小。散热也很好。装系统的时候必须先把C盘格式化，克隆版的XP要注意了。现在在下驱动。,很亮 早上 镜子 一下 风扇 声音 很小 散热 系统 时候 必须 格式化 克隆版 注意 现在 驱动,PC
1,"挺不错的一本书.当我读到“大篷车马戏团”的动物演员们向小狮子奥里奥诉说它们在马戏团所受到的待遇时,女儿说：“我听得都要哭了。”我趁机告诉她，动物同人类一样，都是地球大家庭的一员，动物是我们的朋友，人类与动物要和平相处，保护动物可以保持地球上的生物多样性,保持地球上的生物多样性可以维持地球的生态平衡,这样人类才能生存得好.。",挺不错 大篷车 马戏团 动物 演员 小狮子 里奥 诉说 它们 马戏团 受到 待遇 女儿 趁机 告诉 动物 人类 一样 地球 大家庭 一员 动物 我们 朋友 人类 动物 和平相处 保护 动物 可以 保持 地球 生物 多样性 保持 地球 生物 多样性 可以 维持 地球 生态平衡 这样 人类 才能 生存,Book
1,这是在京东买的第二台宏基的电脑，相比第一台4930的在功能上有差别，送给朋友的，整体还可以，14.0的屏比自己的稍小，女孩用很好看的,京东 第二台 宏基 相比 第一台 功能 差别 送给 朋友 整体 可以 自己 小女孩 好看,PC
1,《四季时钟》真不错，插画非常精美，语言清新流畅，口吻活泼有趣。翻译质量很棒，用词精确生动。作为科普书籍，用词的简练和准确非常重要。小孩一拿到就非常专注地看起来了。我也跟着看了半天不舍得放～～～我最近发现那些童书好像买回来自己都一样爱看。所以，我现在真是不太关注所谓的年龄分段了。只要绘图是我喜欢的风格，故事是够让人愉悦的诉说方式，不管语言深浅，照单全收,四季 时钟 真不错 插画 非常 精美 语言 清新 流畅 口吻 活泼 有趣 翻译 质量 很棒 用词 精确 生动 作为 科普 书籍 用词 简练 准确 非常 重要 小孩 拿到 非常 专注 看起来 跟着 半天 舍得 最近 发现 那些 童书 好像 买回来 自己 一样 爱看 所以 现在 真是 不太 关注 所谓 年龄 分段 只要 绘图 喜欢 风格 故事 愉悦 诉说 方式 不管 语言 深浅 照单全收,Book
0,早餐非常简单和差，距离客房很远，需要到后面的附楼，或者通过弯弯曲曲的后勤走到，非常不方便。我住的豪华标间，装潢有点旧，较简单。办理行李寄存只有1个人，7到8个客户等着提和寄，等了约20分钟。退房也只有1个开票和结算的人，12点办理时，有10位左右的客户在等待，总台服务小姐说;领导只有安排一台电脑办理退房开票手续，结果我等了足足30分钟才办完。与四星级服务差远了。所有台阶没有斜坡，拉杆箱只有提着上，更没有行李员帮助提的。,早餐 非常简单 距离 客房 需要 后面 附楼 或者 通过 弯弯曲曲 后勤 非常 方便 豪华 标间 装潢 有点 旧较 简单 办理 行李 寄存 只有 个人 客户 分钟 退房 只有 开票 结算 人点 办理 时有位 左右 客户 等待 总台 服务 小姐 领导 只有 安排 一台 办理 退房 开票 手续 结果 足足 分钟 办完 四星级 服务 差远了 所有 台阶 斜坡 拉杆箱 只有 提着 行李 帮助,PC
0,自带系统太贱了，分区还是隐藏的。买了个笔记本专用sp3版装上了，有时候不能关机。大家说这个配置装vista行吗？我有套正版。还有这个键盘是不是该买个硅胶膜盖上？灰进去可不好擦。,自带 系统 太贱 分区 还是 隐藏 笔记本 专用版 装上 有时候 不能 关机 大家 这个 配置 装行 正版 还有 这个 键盘 是不是 买个 硅胶 进去 不好,PC
0,酒店的装修比较陈旧，房间的隔音，主要是卫生间的隔音非常差，只能算是一般的,装修 比较 陈旧 隔音 主要 卫生间 隔音 非常 只能 算是 一般,Hotel
0,VISTA系统不能分区比较难过，如果有XP的就好了，还有就是没赶上加一元送内存的活动比较可惜,系统 不能 分区 比较 难过 如果 还有 就是 赶上 一元 内存 活动 比较 可惜,Others
1,送货相当快，早晨7点多订单，中午12点送到。 朋友看了配置都说这机子想当棒，超值。,送货 相当 早晨 点多 订单 中午 送到 朋友 配置 机子 当棒 超值,Others
0,有点儿重，，屏幕有些偏色，没有光驱自装XP有点儿难度，主要是用USB外置光驱启动不行，发现是需要按一个F键才行，现在也不知道是哪个。指纹讨厌，建议出磨砂的。键盘需要适应，比我IBMT30的手感差远了。,有点儿 屏幕 有些 偏色 光驱 自装 有点儿 难度 主要 外置 光驱 启动 不行 发现 需要 一个 键才行 现在 知道 哪个 指纹 讨厌 建议 磨砂 键盘 需要 适应 手感 差远了,Others
0,"酒店外观相对气派,但房间确实很简陋,设施陈旧,卫生一般,最多就是个90年代未的水平。不过大庆宾馆较少，找了一遍发现也的确再没有什么宾馆了。",外观 相对 气派 确实 简陋 设施 陈旧 卫生 一般 就是 年代 水平 不过 大庆 宾馆 较少 一遍 发现 的确 什么 宾馆,Hotel
0,"看携程上大家的点评不错，就订了间阳面220的房间，慕名前往。 结果大失所望，灯光昏暗，空间极其狭小，床垫质量恶劣，房间还伴着一股霉味。 原预计住上个把星期的，结果住了一晚就退房了。 其实原本想着也就将就了，也许皇城根上这个地段这个价格就只能是这种水平了。 但转机是在入住后第二天早上，我出宾馆在新街口大街上溜达， 没走两分钟就发现一家连锁宾馆——欣燕都总店。 看门脸不错就进去看了看房，顿时喜欢得不得了。 房间设计简约而时尚，宽敞明亮，床也很舒服，同样有宽带。正是我喜欢的类型。 赶紧回护国寺宾馆，上携程查了查，单人间的才200，套间竟然才240。超值！！ 同样的地段，更优越的条件，更低廉的价格。 二话不说，立马下新订单，退房，拖着行李就搬去了欣燕都。 而且欣燕都交通更便利，就在新街口大街上，门口就是公车站、出租车站。 斜对面是新街口超市，新街口百货，而周围同样是典型的北京胡同。 提醒一点，携程协议上""欣燕都""是没宽带的，但实际现在""欣燕都""是有的。 说了这么多，该如何选择，大家应该很清楚了吧。（感觉自己像枪手似的，呵呵） 另外，也希望护国寺宾馆能向竞争对手学习，好好改善改善。",携程 大家 点评 不错 就订 阳面 慕名 前往 结果 大失所望 灯光 昏暗 空间 极其 狭小 床垫 质量 恶劣 还伴 一股 霉味 预计 星期 结果 一晚 退房 其实 原本 想着 也许 皇城根 这个 地段 这个 价格 只能 这种 水平 转机 入住 第二天 早上 我出 宾馆 新街口 大街 溜达 两分钟 发现 一家 连锁 宾馆 燕都 总店 看门 不错 进去 看房 顿时 喜欢 不得了 设计 简约 时尚 宽敞明亮 舒服 同样 宽带 正是 喜欢 类型 赶紧 护国寺 宾馆 携程 单人间 套间 竟然 超值 同样 地段 更优越 条件 低廉 价格 二话不说 立马 下新 订单 退房 行李 燕都 而且 燕都 交通 便利 新街口 大街 门口 就是 公车站 出租车 斜对面 新街口 超市 新街口 百货 周围 同样 典型 北京 胡同 提醒 一点 携程 协议 上欣 燕都 宽带 实际 现在 燕都 这么 多该 如何 选择 大家 应该 清楚 感觉 自己 枪手 似的 呵呵 另外 希望 护国寺 宾馆 竞争对手 学习 好好 改善 改善,Hotel
1,"还行,房间小是不可以抱怨的，因为这是在香港,如果是来购物的话是个不错的选择!",小是 可以 抱怨 因为 香港 如果 购物 的话 不错 选择,Hotel
1,"是绝佳的购物首选酒店,楼下就是连卡佛和海港城，但乘搭地铁就需步行10分钟。 房间设施和装潢都显陈旧，入住的是吸烟楼层，异味很重，如果没有烟瘾的话，务必交代预定非吸烟楼层。 自助餐的水准的确挺差，和200元的收费不符。",绝佳 购物 首选 楼下 就是 连卡佛 海港 地铁 步行 分钟 设施 装潢 陈旧 入住 吸烟 楼层 异味 如果 烟瘾 的话 务必 交代 预定 吸烟 楼层 自助餐 水准 的确 挺差 收费 不符,Hotel
0,群众的眼睛是雪亮的，这个店的服务确实奇差，可能随着溪口旅游的迅速发展，这些宾馆有些暴发户的心态吧，不知道什么是服务。早餐时，一大群服务员在入口处，就是没有一个人理你，没有餐具，非要用很大的声音，才会有一点反应，过来就要餐券，一看也没有什么吃的，干脆把餐券撕了不吃。 对于我这样小时候生活在山里的人来说，溪口没什么值得来的特别价值，交通不便，从机场只能打的而且等了30分钟才有出租车，在溪口本地多半都是震耳欲聋的火三轮作为基本交通工具，稍晚一点从蒋介石母亲墓道回来就没有车（下午5点过）。 我不是来旅游的，我看那些来旅游的好像以官员居多（不晓得是共产党还是国民党的），来这里可能是想向介石学习怎样两面三刀摆平军阀的本事。 这个宾馆确实没什么优点，倒是出门左边的新豪门酒店吃饭不错，干净清爽，本地人也很多在这里吃饭。 千万不要到溪边的饭店去吃啊，同一个菜，在一个菜谱上有两个或三个价格，你点的时候如油焖笋（18元），结帐时就是红烧笋（25元）了，你点芋艿排骨（25元），结帐时就使芋艿排骨煲（35元）了。领教了，这些溪口邻居除了把老蒋的阴险狡诈传承了下来，好像没别的了。 补充点评 2007年4月8日 ： 我选的服务1分，怎么成了2分？,群众 眼睛 雪亮 这个 服务 确实 奇差 可能 随着 溪口 旅游 迅速 发展 这些 宾馆 有些 暴发户 心态 知道 什么 服务 早餐 一大群 服务员 入口处 就是 一个 人理 餐具 非要 很大 声音 一点 反应 过来 就要 餐券 一看 什么 干脆 餐券 不吃 对于 这样 小时候 生活 山里 来说 溪口 没什么 值得 特别 价值 交通不便 机场 只能 而且 分钟 出租车 溪口 本地 多半 震耳欲聋 三轮 作为 基本 交通工具 稍晚 一点 蒋介石 母亲 墓道 回来 下午 点过 不是 旅游 那些 旅游 好像 官员 居多 晓得 共产党 还是 国民党 这里 可能 介石 学习 怎样 两面三刀 摆平 军阀 本事 这个 宾馆 确实 没什么 优点 出门 左边 豪门 吃饭 不错 干净 清爽 本地人 很多 这里 吃饭 千万 不要 溪边 饭店 同一个 一个 菜谱 两个 三个 价格 时候 如油 结帐 就是 红烧 笋元 芋艿 排骨 结帐 芋艿 排骨 领教 这些 溪口 邻居 除了 阴险 狡诈 传承 下来 好像 别的 补充 点评 年月日 我选 服务 怎么,Hotel
1,1.小巧精致，延续了THINKPAD的风格 2.东西质量没的说，送过来的时候是全新未拆的 3.京东的服务不错，有发票，送货及时,小巧 精致 延续 风格 东西 质量 送过来 时候 全新 京东 服务 不错 发票 送货 及时,Others
1,"今年11岁了,去年在弟弟家看了第一辑,非常喜欢,这次一起定了两辑来收藏.不一样的卡梅拉给我们不一样的幻想.里面的那些故事让我好象置身于卡梅啦中间,回味无穷,还有那些配的图片,更是勾起了童年回忆,让我爱不释手.之前买了很多这一类的童书,有很多没有多大意义,?不一样的卡梅拉?在每个故事里都包含着属于自己的意义,包含着自己的不一样梦想. 值得推荐!",今年 去年 弟弟 第一辑 非常 喜欢 这次 一起 两辑 收藏 一样 梅拉 我们 一样 幻想 里面 那些 故事 好象 置身于 卡梅 中间 回味无穷 还有 那些 图片 更是 勾起 童年 回忆 爱不释手 之前 很多 一类 童书 很多 多大 意义 一样 梅拉 每个 故事 包含 属于 自己 意义 包含 自己 一样 梦想 值得 推荐,Book
1,我们一家三口于2008年7月19日至22日，入住泛海名人酒店，之前也看过网上的评论。抱着试试看的心态和本身从事航空服务的、较专业的眼光，真切地体会到物有所值、名不虚传。无论是明亮的大堂、楼层的过厅、还是洁净的客房，都布置地特别典雅舒适，充满着家的温馨。我们住的是位于四楼的海景房，真是面对大海春暖花开，窗台上装饰着漂亮的花花草草，放眼望去是一望无际的大海。栈桥近在咫尺，推开窗户，迎面吹来和煦的海风；关上窗户，没有一丝都市的喧闹。让我们真正感到来到了青岛，真正的享受到海景房的惬意舒适。特别是泛海名人的大堂经理，一个个子高高、眼睛大大的女孩，有点象青春版的倪萍，但比年青时的倪萍更漂亮。态度特别和蔼，为客人服务特别周到，能真正的想客人所想、急客人所急。特别主动地关注客人的需求，及时了解和为客人解决困难。她总是面带微笑，举手投足和言语间特别礼貌周到、规范专业。即使外面只是有些蒙蒙细雨，她也能特别周到的、主动为客人送上雨伞。我觉得她可以做青岛的形象大使，她的美丽端庄，特别有中国传统女性的风采和气韵。再去青岛，还住泛海名人，也希望更多的朋友认识这位优秀的、漂亮大方、有东方女性特质的大堂经理。感谢泛海名人带给我们一个美好假期，也谢谢这位大堂经理及楼层服务员的优质服务。 来自北京的客人 2008/08/01,我们 一家 三口 年月日 至日 入住 泛海 名人 之前 看过 网上 评论 试试看 心态 本身 从事 航空 服务 专业 眼光 真切 体会 物有所值 名不虚传 无论是 明亮 大堂 楼层 过厅 还是 洁净 客房 布置 特别 典雅 舒适 充满 温馨 我们 位于 四楼 海景房 真是 面对 大海 春暖花开 窗台上 装饰 漂亮 花花草草 放眼望去 一望无际 大海 栈桥 近在咫尺 推开 窗户 迎面 和煦 海风 关上 窗户 一丝 都市 喧闹 我们 真正 感到 来到 青岛 真正 享受 海景房 惬意 舒适 特别 泛海 名人 大堂 经理 一个 个子 高高 眼睛 大大的 女孩 有点 青春 倪萍 年青 倪萍 漂亮 态度 特别 和蔼 客人 服务 特别 周到 真正 客人 所想 客人 所急 特别 主动 关注 客人 需求 及时 了解 客人 解决困难 总是 面带微笑 举手投足 言语 特别 礼貌 周到 规范 专业 即使 外面 只是 有些 蒙蒙细雨 特别 周到 主动 客人 送上 雨伞 觉得 可以 青岛 形象大使 美丽 端庄 特别 中国 传统 女性 风采 气韵 青岛 泛海 名人 希望 朋友 认识 这位 优秀 漂亮 大方 东方女性 特质 大堂 经理 感谢 泛海 名人 带给 我们 一个 美好 假期 谢谢 这位 大堂 经理 楼层 服务员 优质服务 来自 北京 客人,Hotel
0,其实我也是曾经在官网上追文看的一员，心急如焚地等待过。当时很挺纪南方。考完试后在当当网急急地定了书来看。看到深夜里，最后只想说，我靠。。。故事看到最后只觉得厌烦，觉得简直是没事找事的一对人。男主有些时候很混也就算了，大家也已经习惯小言中的男人这幅德行了。可女主，唉，简直是不堪回首。足可登上匪我思存作品最讨厌的女主宝座。。文字没有以前精致不说，煽情也没有着力点。我唯一感动了一下的还是那个暗恋纪南方的小姑娘。她从侧面证明了纪南方不算很浑蛋的同时，让我回忆起了佳期如梦1。也不过就是一两年前的事，那时，我曾经真心实意地感动过。当然，文章中有一些细节还是不错的。但细节无法构架起一整个故事。只能说，颇为失望。现在只有我爱黑社会系列的短篇可以看看了。,其实 曾经 网上 追文 一员 心急如焚 等待 当时 很挺纪 南方 考完试 当当网 急急 地定 来看 看到 深夜里 最后 只想 故事 看到 最后 觉得 厌烦 觉得 简直 没事找事 一对 男主 有些 时候 就算 大家 已经 习惯 言中 男人 德行 女主 简直 不堪回首 登上 思存 作品 讨厌 女主 宝座 文字 以前 精致 不说 煽情 着力点 唯一 感动 一下 还是 那个 暗恋 南方 小姑娘 侧面 证明 了纪 南方 不算 浑蛋 同时 回忆起 佳期 如梦 不过 就是 一两年 那时 曾经 真心实意 感动 当然 文章 中有 一些 细节 还是 不错 细节 无法 构架 起一 整个 故事 只能 颇为 失望 现在 只有 黑社会 系列 短篇 可以 看看,Book
0,没有介绍的那么好，也没觉得可以让人茅塞顿开的感觉，总之对记住单词效果不佳。,介绍 那么 觉得 可以 茅塞顿开 感觉 总之 记住 单词 效果 不佳,Others
1,看了介绍才买的这本书，其实看的外国书并不多，尤其这种非名著的书。以前看名著的时候都是逼着自己看完的，经过历史的验证，才能成为名著的，我却看的不耐烦，可能是依然不习惯他们的表达方式吧。《三杯茶》看了3天，应该算是我看外国书比较快的记录了，很少记得外国人的名字，只是被他的行为打动。如果让我去帮助别人，很简单。但是让我冒着生命危险去帮助别人，恐怕我做不到，也许仅仅这一点，他就足够伟大。,介绍 其实 外国 并不多 尤其 这种 名著 以前 名著 时候 自己 经过 历史 验证 才能 成为 名著 不耐烦 可能 依然 习惯 他们 表达方式 三杯 应该 算是 外国 比较 记录 很少 记得 外国人 名字 只是 行为 打动 如果 帮助 别人 简单 但是 生命危险 帮助 别人 恐怕 不到 也许 仅仅 一点 足够 伟大,Book
1,便宜的价格，在这个价位来说，配置应该说是最好的了！刚开始用，没发现什么缺点,便宜 价格 这个 价位 来说 配置 应该 最好 开始 发现 什么 缺点,Others
0,房间和走廊里味道很重，楼外下面马路上的声音很吵，早上隔壁的电视机的声音听的很清楚，可以当闹钟使用，但时间是隔壁定的，没有给“闹钟”定时，结帐的时候发票没有给我盖章，总的感觉是让人失望。今后不会再住了。,走廊 味道 重楼 下面 马路上 声音 早上 隔壁 电视机 声音 清楚 可以 闹钟 使用 时间 隔壁 闹钟 定时 结帐 时候 发票 盖章 感觉 失望 今后 不会,Hotel
0,"这本书写的不怎么样,好像是杜拉拉在写日记一样，很多内容没有实质的励志性信息，就跟普通的一般公司职员的情况差不多，只是在强调杜拉拉是怎样一步步发展的，有点像是在炫耀自己的能力。",这本 书写 不怎么样 好像 拉拉 写日记 一样 很多 内容 实质 励志 信息 普通 一般 公司 职员 情况 差不多 只是 强调 拉拉 怎样 一步步 发展 有点 像是 炫耀 自己 能力,Book
1,性价比不错，外观也还不错，送的东西挺多的，还用了一张3000-150的券，挺划算的,性价比 不错 外观 不错 东西 一张 划算,Others
